Customer_ID,Age_of_Buyer,Type_of_City,Average_Order_Value,Recent_Action,Time_Spent_on_App_per_Day_minutes,Email,Most_Active_Time_of_User,Recency_days,Frequency_purchases,Monetary_spend,Email_Open_Rate,Push_CTR,Coupon_Redemption_Rate,Chat_Engagement_Rate,Top_Category,Primary_Device,Locale,CLTV,Pages_per_Session,Avg_Session_Duration_min,Product_Views,Discount_Threshold_percent,Churn_Risk,Marketing_Suggestion
CUST_100236,27,Tier 1,6331,cart abandonment,56,customer236@example.com,2:00 PM - 9:00 AM,248,33,5148,0.19,0.924,0.732,0.524,Home & Kitchen,Mobile,en_US,4119.59,18.8,13.9,3,10,0.725,VIP Retention Call
CUST_100237,45,Tier 4,8758,cart abandonment,6,customer237@example.com,5:00 AM - 11:00 AM,171,30,1611,0.103,0.766,0.746,0.022,Home & Kitchen,Tablet,en_GB,1638.36,4.7,6.3,6,20,0.671,Discount Coupon Email
CUST_100238,33,Tier 2,2780,not adding to cart,34,customer238@example.com,1:00 AM - 4:00 PM,282,21,8981,0.142,0.704,0.283,0.245,Electronics,Desktop,de_DE,4466.6,11.3,2.0,1,20,0.903,Product Suggestion Push
CUST_100239,19,Tier 1,6484,cart abandonment,27,customer239@example.com,7:00 PM - 3:00 PM,316,23,10338,0.332,0.198,0.758,0.809,Electronics,Desktop,de_DE,702.39,16.4,18.5,8,5,0.456,Discount Coupon Email
CUST_100240,57,Tier 4,7909,not visiting the app,62,customer240@example.com,3:00 PM - 6:00 PM,94,45,10924,0.789,0.882,0.453,0.03,Health,Mobile,es_ES,2419.33,17.1,6.4,6,25,0.575,Re-engagement Push
CUST_100241,48,Tier 1,6846,cart abandonment,88,customer241@example.com,9:00 AM - 5:00 PM,206,38,13647,0.239,0.244,0.159,0.482,Electronics,Desktop,en_GB,4078.88,12.2,15.9,7,25,0.787,VIP Retention Call
CUST_100242,50,Tier 2,3035,cart abandonment,151,customer242@example.com,8:00 AM - 10:00 PM,167,36,3299,0.822,0.176,0.956,0.07,Electronics,Tablet,de_DE,3868.15,8.2,10.4,1,5,0.218,Discount Coupon Email
CUST_100243,24,Tier 1,2603,not visiting the app,120,customer243@example.com,9:00 PM - 7:00 PM,101,14,10474,0.3,0.794,0.68,0.919,Health,Tablet,es_ES,4951.93,12.1,12.6,9,20,0.848,Win-back Campaign
CUST_100244,34,Tier 1,6249,cart abandonment,5,customer244@example.com,12:00 PM - 2:00 PM,16,16,14246,0.702,0.394,0.318,0.383,Health,Desktop,de_DE,1095.52,4.3,3.6,9,20,0.843,Abandoned Cart Email
CUST_100245,39,Tier 4,2727,not adding to cart,176,customer245@example.com,3:00 AM - 1:00 AM,332,2,4818,0.721,0.487,0.437,0.99,Electronics,Mobile,fr_FR,4307.76,18.0,14.2,7,25,0.18,Personalized Email Recommendations
CUST_100246,48,Tier 4,9244,wrote a bad review,103,customer246@example.com,6:00 AM - 3:00 PM,310,1,19037,0.498,0.731,0.712,0.269,Sports,Tablet,es_ES,215.64,1.7,10.2,6,5,0.58,Feedback Email Survey
CUST_100247,21,Tier 2,8824,not adding to cart,124,customer247@example.com,9:00 AM - 9:00 AM,126,31,2658,0.684,0.539,0.58,0.613,Home & Kitchen,Tablet,en_US,2370.9,10.7,9.9,6,20,0.353,Browsing Behavior Email
CUST_100248,34,Tier 3,2944,cart abandonment,157,customer248@example.com,12:00 PM - 12:00 PM,32,41,15604,0.578,0.573,0.656,0.292,Beauty,Tablet,en_US,1469.74,2.6,10.6,5,15,0.133,Push Notification Reminder
CUST_100249,33,Tier 3,4409,cart abandonment,33,customer249@example.com,10:00 AM - 10:00 AM,338,29,12216,0.808,0.261,0.701,0.485,Sports,Mobile,es_ES,4921.15,19.4,12.3,3,20,0.753,Discount Coupon Email
CUST_100250,42,Tier 4,4098,wrote a bad review,168,customer250@example.com,3:00 AM - 10:00 PM,28,42,8763,0.755,0.116,0.168,0.399,Home & Kitchen,Desktop,de_DE,1206.62,14.0,8.4,5,10,0.53,Feedback Email Survey
CUST_100251,43,Tier 1,4931,wrote a bad review,102,customer251@example.com,11:00 PM - 9:00 AM,50,35,11694,0.956,0.432,0.918,0.858,Home & Kitchen,Desktop,es_ES,4021.47,5.9,12.1,8,30,0.749,VIP Retention Call
CUST_100252,53,Tier 2,8718,not adding to cart,178,customer252@example.com,12:00 AM - 6:00 AM,345,1,2326,0.012,0.098,0.104,0.446,Fashion,Tablet,es_ES,1296.89,1.6,12.8,1,25,0.657,Browsing Behavior Email
CUST_100253,29,Tier 1,2165,cart abandonment,159,customer253@example.com,3:00 PM - 11:00 AM,57,45,6137,0.253,0.467,0.936,0.639,Home & Kitchen,Desktop,es_ES,1323.82,15.8,6.3,1,20,0.389,Discount Coupon Email
CUST_100254,19,Tier 3,4536,not visiting the app,117,customer254@example.com,2:00 PM - 4:00 PM,92,42,16223,0.108,0.541,0.431,0.614,Electronics,Desktop,es_ES,561.27,2.4,11.9,5,20,0.019,SMS Reactivation
CUST_100255,47,Tier 2,214,cart abandonment,175,customer255@example.com,7:00 PM - 3:00 PM,201,37,221,0.515,0.94,0.491,0.436,Beauty,Mobile,de_DE,1167.94,8.3,14.1,8,5,0.567,Push Notification Reminder
CUST_100256,38,Tier 3,5161,wrote a bad review,19,customer256@example.com,11:00 AM - 6:00 PM,42,30,9601,0.648,0.177,0.039,0.384,Fashion,Desktop,fr_FR,4487.48,13.0,7.8,2,30,0.438,Manager Follow-up Call
CUST_100257,28,Tier 2,784,not visiting the app,11,customer257@example.com,12:00 AM - 8:00 PM,33,35,10183,0.5,0.965,0.812,0.967,Electronics,Mobile,es_ES,327.47,16.0,1.8,2,10,0.807,Win-back Campaign
CUST_100258,58,Tier 4,8991,not visiting the app,153,customer258@example.com,4:00 AM - 1:00 AM,251,42,724,0.471,0.918,0.046,0.701,Fashion,Mobile,en_GB,3181.67,18.2,16.6,2,20,0.611,Re-engagement Push
CUST_100259,53,Tier 1,1942,cart abandonment,132,customer259@example.com,10:00 AM - 2:00 AM,219,22,13273,0.324,0.976,0.576,0.137,Fashion,Mobile,de_DE,908.57,2.2,6.2,7,10,0.696,Push Notification Reminder
CUST_100260,51,Tier 2,7387,not visiting the app,153,customer260@example.com,1:00 AM - 2:00 PM,81,2,16056,0.081,0.007,0.926,0.707,Sports,Desktop,fr_FR,3482.84,16.1,10.0,3,10,0.143,SMS Reactivation
CUST_100261,33,Tier 4,6950,not visiting the app,49,customer261@example.com,10:00 AM - 10:00 AM,256,40,2984,0.627,0.783,0.348,0.005,Fashion,Mobile,en_US,4933.69,19.6,12.8,9,25,0.219,VIP Exclusive Offer
CUST_100262,56,Tier 2,4728,cart abandonment,54,customer262@example.com,2:00 AM - 11:00 PM,255,12,5335,0.67,0.043,0.645,0.285,Health,Desktop,es_ES,3103.26,17.9,9.6,2,30,0.052,Abandoned Cart Email
CUST_100263,50,Tier 2,2789,cart abandonment,129,customer263@example.com,9:00 AM - 2:00 AM,228,38,19097,0.326,0.199,0.677,0.326,Electronics,Desktop,en_GB,535.42,15.0,17.5,7,10,0.074,Abandoned Cart Email
CUST_100264,53,Tier 4,1090,wrote a bad review,42,customer264@example.com,4:00 PM - 3:00 PM,192,9,15099,0.72,0.632,0.976,0.202,Fashion,Mobile,de_DE,345.28,3.6,17.2,8,20,0.171,Feedback Email Survey
CUST_100265,37,Tier 2,5035,not visiting the app,168,customer265@example.com,10:00 AM - 10:00 AM,45,27,17197,0.489,0.996,0.592,0.837,Home & Kitchen,Mobile,fr_FR,3694.09,5.7,7.2,10,10,0.892,Win-back Campaign
CUST_100266,53,Tier 2,9599,cart abandonment,111,customer266@example.com,1:00 AM - 8:00 AM,218,34,13021,0.479,0.798,0.821,0.452,Fashion,Mobile,de_DE,3777.74,14.2,8.7,4,10,0.358,Discount Coupon Email
CUST_100267,31,Tier 1,460,wrote a bad review,176,customer267@example.com,5:00 AM - 12:00 PM,293,48,19225,0.024,0.455,0.772,0.874,Health,Mobile,es_ES,3152.71,14.4,1.0,2,20,0.893,Proactive Chat Support
CUST_100268,37,Tier 1,5059,wrote a bad review,74,customer268@example.com,12:00 AM - 11:00 AM,318,22,1896,0.515,0.91,0.364,0.052,Health,Desktop,fr_FR,3114.71,7.9,4.3,9,30,0.067,Manager Follow-up Call
CUST_100269,29,Tier 2,5687,not visiting the app,143,customer269@example.com,2:00 PM - 12:00 AM,116,21,11657,0.898,0.504,0.423,0.054,Home & Kitchen,Desktop,fr_FR,2456.82,11.0,3.3,9,30,0.825,Win-back Campaign
CUST_100270,34,Tier 4,6231,cart abandonment,53,customer270@example.com,8:00 AM - 2:00 PM,92,19,2621,0.109,0.276,0.697,0.496,Fashion,Tablet,en_US,1501.19,19.4,11.3,3,20,0.347,Abandoned Cart Email
CUST_100271,44,Tier 1,4976,not visiting the app,21,customer271@example.com,1:00 AM - 9:00 PM,211,38,11332,0.656,0.787,0.486,0.666,Sports,Tablet,fr_FR,2317.14,11.8,18.1,5,10,0.789,Re-engagement Push
CUST_100272,30,Tier 4,6293,not adding to cart,17,customer272@example.com,3:00 PM - 5:00 PM,86,40,5368,0.712,0.285,0.973,0.839,Beauty,Tablet,en_GB,848.21,3.2,19.9,10,10,0.441,Personalized Email Recommendations
CUST_100273,39,Tier 2,3561,cart abandonment,175,customer273@example.com,6:00 PM - 3:00 PM,230,35,5427,0.534,0.121,0.025,0.931,Fashion,Desktop,es_ES,822.46,19.4,11.4,9,15,0.647,Abandoned Cart Email
CUST_100274,34,Tier 4,4948,not visiting the app,149,customer274@example.com,12:00 PM - 6:00 AM,246,3,4668,0.678,0.117,0.025,0.618,Fashion,Desktop,es_ES,507.78,2.0,13.2,10,25,0.222,Comeback Email Offer
CUST_100275,33,Tier 2,569,cart abandonment,142,customer275@example.com,8:00 AM - 9:00 PM,100,32,10512,0.603,0.512,0.056,0.667,Health,Mobile,fr_FR,1879.67,8.1,6.4,6,15,0.978,Push Notification Reminder
CUST_100276,51,Tier 1,3733,wrote a bad review,111,customer276@example.com,8:00 PM - 3:00 PM,213,9,19340,0.598,0.144,0.303,0.988,Sports,Desktop,en_US,4669.11,12.2,8.1,1,20,0.639,Proactive Chat Support
CUST_100277,33,Tier 4,3065,wrote a bad review,150,customer277@example.com,3:00 AM - 3:00 PM,149,36,16175,0.042,0.826,0.835,0.304,Sports,Tablet,fr_FR,1161.38,16.0,3.9,5,30,0.834,Feedback Email Survey
CUST_100278,46,Tier 1,4913,wrote a bad review,50,customer278@example.com,8:00 AM - 1:00 AM,142,32,2286,0.599,0.362,0.48,0.436,Home & Kitchen,Tablet,fr_FR,4872.58,16.5,8.1,10,5,0.845,VIP Retention Call
CUST_100279,26,Tier 1,2594,not adding to cart,123,customer279@example.com,12:00 AM - 6:00 AM,28,18,11934,0.42,0.912,0.356,0.29,Sports,Tablet,en_US,2593.64,15.6,4.5,2,25,0.753,Product Suggestion Push
CUST_100280,50,Tier 3,5380,not adding to cart,74,customer280@example.com,11:00 PM - 2:00 PM,74,1,4587,0.518,0.373,0.485,0.34,Fashion,Mobile,en_GB,815.05,5.2,4.6,9,25,0.69,Browsing Behavior Email
CUST_100281,49,Tier 1,7037,wrote a bad review,24,customer281@example.com,2:00 AM - 1:00 PM,179,20,11980,0.139,0.442,0.988,0.523,Home & Kitchen,Mobile,es_ES,192.36,16.5,5.2,3,30,0.227,Feedback Email Survey
CUST_100282,24,Tier 2,2333,cart abandonment,113,customer282@example.com,12:00 AM - 2:00 AM,248,49,14231,0.043,0.108,0.793,0.513,Electronics,Desktop,en_US,4547.22,1.8,6.7,1,5,0.782,VIP Retention Call
CUST_100283,54,Tier 2,9827,not visiting the app,52,customer283@example.com,11:00 PM - 1:00 AM,75,48,9189,0.949,0.348,0.161,0.501,Beauty,Tablet,en_GB,2549.3,2.3,16.6,1,25,0.217,Comeback Email Offer
CUST_100284,28,Tier 3,3014,cart abandonment,30,customer284@example.com,4:00 PM - 6:00 AM,226,44,3616,0.181,0.355,0.38,0.214,Fashion,Desktop,en_US,3818.98,7.0,9.9,9,10,0.496,Abandoned Cart Email
CUST_100285,39,Tier 3,9328,cart abandonment,26,customer285@example.com,6:00 PM - 2:00 PM,146,30,19773,0.736,0.687,0.841,0.226,Health,Desktop,fr_FR,984.49,2.3,17.0,8,30,0.367,Discount Coupon Email
CUST_100286,16,Tier 4,1923,wrote a bad review,117,customer286@example.com,9:00 AM - 2:00 AM,203,26,19451,0.978,0.741,0.892,0.169,Home & Kitchen,Mobile,es_ES,1041.3,17.0,8.7,4,20,0.725,Feedback Email Survey
CUST_100287,33,Tier 3,6757,not adding to cart,126,customer287@example.com,11:00 PM - 8:00 PM,76,50,14997,0.108,0.251,0.497,0.628,Fashion,Mobile,en_US,3702.1,16.8,10.5,1,10,0.383,Browsing Behavior Email
CUST_100288,36,Tier 2,5160,cart abandonment,24,customer288@example.com,11:00 PM - 8:00 AM,151,43,16415,0.49,0.262,0.344,0.86,Sports,Mobile,en_US,4954.02,17.7,3.3,8,15,0.853,VIP Retention Call
CUST_100289,44,Tier 4,789,cart abandonment,50,customer289@example.com,9:00 PM - 12:00 AM,252,28,4506,0.312,0.389,0.764,0.569,Health,Tablet,de_DE,3442.6,11.9,10.0,3,25,0.056,Discount Coupon Email
CUST_100290,32,Tier 4,9883,wrote a bad review,162,customer290@example.com,11:00 PM - 5:00 PM,32,2,19448,0.045,0.837,0.349,0.742,Electronics,Tablet,es_ES,1933.84,9.1,19.8,7,15,0.056,Proactive Chat Support
CUST_100291,31,Tier 2,4044,not adding to cart,156,customer291@example.com,2:00 AM - 5:00 AM,173,11,745,0.538,0.037,0.658,0.422,Sports,Desktop,es_ES,150.99,9.9,1.4,6,20,0.57,First Purchase Discount
CUST_100292,36,Tier 1,8201,cart abandonment,177,customer292@example.com,4:00 PM - 8:00 PM,86,40,9914,0.363,0.436,0.497,0.847,Electronics,Tablet,en_GB,1472.41,1.9,19.9,7,10,0.625,Abandoned Cart Email
CUST_100293,21,Tier 1,9897,not adding to cart,74,customer293@example.com,2:00 PM - 7:00 AM,178,5,9990,0.505,0.3,0.663,0.313,Health,Desktop,es_ES,3143.57,9.6,15.5,3,5,0.628,First Purchase Discount
CUST_100294,49,Tier 2,9651,wrote a bad review,59,customer294@example.com,11:00 PM - 5:00 PM,290,47,2062,0.522,0.364,0.148,0.15,Beauty,Desktop,fr_FR,2080.79,17.3,18.3,4,20,0.267,Manager Follow-up Call
CUST_100295,34,Tier 2,4401,not visiting the app,108,customer295@example.com,4:00 AM - 3:00 AM,15,16,10275,0.464,0.56,0.436,0.647,Electronics,Mobile,en_GB,1399.92,1.6,16.0,5,30,0.551,SMS Reactivation
CUST_100296,57,Tier 1,8160,cart abandonment,19,customer296@example.com,2:00 PM - 10:00 PM,33,27,12009,0.672,0.886,0.397,0.84,Fashion,Mobile,en_US,2876.32,10.5,3.3,10,25,0.252,Push Notification Reminder
CUST_100297,21,Tier 2,2203,not adding to cart,89,customer297@example.com,10:00 PM - 12:00 AM,217,14,4827,0.107,0.214,0.275,0.408,Sports,Mobile,fr_FR,2690.68,14.3,3.1,9,20,0.475,Browsing Behavior Email
CUST_100298,31,Tier 3,2574,not adding to cart,126,customer298@example.com,12:00 PM - 5:00 AM,331,39,1240,0.841,0.662,0.941,0.691,Beauty,Mobile,es_ES,2786.0,6.9,19.2,6,30,0.122,Personalized Email Recommendations
CUST_100299,31,Tier 4,6564,cart abandonment,105,customer299@example.com,5:00 PM - 2:00 AM,153,14,5350,0.916,0.631,0.879,0.767,Health,Mobile,es_ES,4338.9,16.6,18.9,8,30,0.413,Discount Coupon Email
CUST_100300,37,Tier 4,1844,not visiting the app,71,customer300@example.com,9:00 AM - 6:00 PM,309,47,18047,0.738,0.453,0.027,0.052,Beauty,Mobile,fr_FR,3965.55,3.6,8.6,5,15,0.576,Comeback Email Offer
CUST_100301,23,Tier 2,4289,not visiting the app,157,customer301@example.com,11:00 PM - 6:00 PM,245,48,4474,0.261,0.687,0.827,0.8,Fashion,Mobile,fr_FR,1869.62,8.5,8.2,10,10,0.021,Re-engagement Push
CUST_100302,17,Tier 2,1657,wrote a bad review,55,customer302@example.com,5:00 AM - 1:00 PM,317,28,19773,0.26,0.089,0.368,0.947,Electronics,Mobile,de_DE,2204.04,18.5,9.6,8,5,0.224,Proactive Chat Support
CUST_100303,29,Tier 2,4561,not adding to cart,131,customer303@example.com,7:00 AM - 7:00 AM,308,14,9372,0.727,0.189,0.18,0.792,Electronics,Desktop,es_ES,1215.65,9.6,5.7,10,30,0.647,Personalized Email Recommendations
CUST_100304,21,Tier 1,7882,not visiting the app,87,customer304@example.com,12:00 PM - 11:00 AM,197,46,13970,0.736,0.256,0.095,0.059,Home & Kitchen,Mobile,fr_FR,4545.72,19.9,18.8,10,30,0.748,VIP Retention Call
CUST_100305,18,Tier 1,4355,wrote a bad review,82,customer305@example.com,7:00 PM - 3:00 AM,298,12,8629,0.17,0.493,0.339,0.468,Electronics,Desktop,de_DE,2193.0,5.9,7.0,3,20,0.872,Manager Follow-up Call
CUST_100306,33,Tier 3,7246,not adding to cart,72,customer306@example.com,10:00 PM - 9:00 PM,224,11,10439,0.737,0.491,0.95,0.556,Beauty,Tablet,fr_FR,313.45,3.8,5.4,1,20,0.26,Personalized Email Recommendations
CUST_100307,45,Tier 4,2100,wrote a bad review,15,customer307@example.com,8:00 PM - 12:00 PM,235,32,3786,0.846,0.867,0.124,0.094,Home & Kitchen,Mobile,en_GB,3762.19,16.6,11.7,10,10,0.584,Manager Follow-up Call
CUST_100308,16,Tier 2,7022,cart abandonment,68,customer308@example.com,8:00 AM - 6:00 AM,146,44,4097,0.394,0.59,0.951,0.837,Fashion,Mobile,en_US,2328.15,14.4,10.1,5,25,0.658,Discount Coupon Email
CUST_100309,37,Tier 1,7623,not adding to cart,150,customer309@example.com,3:00 AM - 1:00 PM,166,4,2417,0.547,0.602,0.093,0.255,Fashion,Desktop,en_US,151.53,5.0,8.4,7,15,0.647,Browsing Behavior Email
CUST_100310,57,Tier 2,2175,not adding to cart,130,customer310@example.com,7:00 PM - 11:00 AM,184,43,3249,0.832,0.513,0.49,0.885,Health,Desktop,de_DE,3021.69,2.7,9.0,6,25,0.186,Personalized Email Recommendations
CUST_100311,56,Tier 4,1722,cart abandonment,136,customer311@example.com,6:00 PM - 11:00 AM,332,44,5181,0.931,0.527,0.647,0.084,Health,Desktop,en_US,4540.68,10.1,3.8,3,30,0.903,VIP Retention Call
CUST_100312,31,Tier 4,5041,cart abandonment,146,customer312@example.com,2:00 AM - 9:00 AM,262,28,13633,0.094,0.661,0.568,0.253,Home & Kitchen,Tablet,en_US,3854.8,1.3,15.1,8,10,0.786,Push Notification Reminder
CUST_100313,41,Tier 1,1564,wrote a bad review,81,customer313@example.com,6:00 PM - 11:00 PM,320,17,11284,0.967,0.871,0.187,0.185,Beauty,Tablet,es_ES,4364.5,3.0,11.2,1,20,0.117,Manager Follow-up Call
CUST_100314,26,Tier 4,7739,wrote a bad review,173,customer314@example.com,12:00 PM - 5:00 PM,354,44,13043,0.805,0.088,0.135,0.191,Electronics,Tablet,en_GB,4302.11,5.0,13.3,4,20,0.842,VIP Retention Call
CUST_100315,50,Tier 2,1610,not adding to cart,123,customer315@example.com,3:00 PM - 7:00 AM,60,11,5094,0.739,0.445,0.485,0.02,Health,Tablet,en_GB,1046.63,11.8,16.8,1,15,0.008,Personalized Email Recommendations
CUST_100316,56,Tier 4,7010,wrote a bad review,153,customer316@example.com,10:00 PM - 1:00 PM,205,32,16921,0.591,0.611,0.679,0.817,Health,Mobile,en_US,2665.13,9.0,7.0,2,15,0.893,Proactive Chat Support
CUST_100317,42,Tier 4,2115,wrote a bad review,164,customer317@example.com,11:00 PM - 8:00 PM,11,11,9537,0.726,0.469,0.438,0.508,Sports,Tablet,es_ES,4612.59,17.2,14.6,8,10,0.883,Manager Follow-up Call
CUST_100318,40,Tier 4,6102,wrote a bad review,46,customer318@example.com,10:00 AM - 5:00 AM,342,31,4330,0.173,0.156,0.492,0.793,Health,Desktop,en_GB,1086.69,1.9,1.3,5,15,0.677,Proactive Chat Support
CUST_100319,27,Tier 1,1243,not adding to cart,115,customer319@example.com,2:00 AM - 2:00 AM,250,17,11251,0.785,0.769,0.77,0.557,Fashion,Tablet,de_DE,3041.23,3.0,2.0,8,20,0.963,Personalized Email Recommendations
CUST_100320,23,Tier 1,1869,cart abandonment,134,customer320@example.com,2:00 AM - 11:00 AM,106,24,5245,0.728,0.708,0.762,0.498,Electronics,Mobile,es_ES,1706.31,3.6,17.1,8,20,0.769,Discount Coupon Email
CUST_100321,16,Tier 2,7960,not adding to cart,78,customer321@example.com,9:00 AM - 2:00 PM,191,46,13699,0.361,0.665,0.152,0.754,Health,Mobile,en_GB,4018.75,8.9,8.8,8,25,0.795,VIP Retention Call
CUST_100322,39,Tier 1,7451,not visiting the app,7,customer322@example.com,12:00 AM - 2:00 PM,162,26,5484,0.434,0.393,0.037,0.923,Fashion,Tablet,en_US,4889.78,19.6,16.2,9,15,0.419,SMS Reactivation
CUST_100323,51,Tier 3,5339,not adding to cart,7,customer323@example.com,5:00 AM - 12:00 PM,229,42,6821,0.888,0.624,0.618,0.442,Home & Kitchen,Tablet,fr_FR,3888.23,17.7,2.6,9,15,0.39,Personalized Email Recommendations
CUST_100324,24,Tier 3,3701,cart abandonment,135,customer324@example.com,9:00 PM - 9:00 PM,326,11,867,0.028,0.797,0.593,0.241,Home & Kitchen,Tablet,fr_FR,4935.43,3.1,2.1,6,15,0.627,Push Notification Reminder
CUST_100325,38,Tier 1,982,cart abandonment,119,customer325@example.com,5:00 AM - 8:00 PM,121,48,19157,0.566,0.894,0.628,0.533,Sports,Mobile,es_ES,1531.05,13.7,16.5,10,30,0.14,Push Notification Reminder
CUST_100326,40,Tier 2,1924,not adding to cart,137,customer326@example.com,10:00 AM - 6:00 PM,51,10,14049,0.828,0.082,0.062,0.889,Health,Mobile,fr_FR,436.46,13.9,8.7,9,25,0.779,Personalized Email Recommendations
CUST_100327,32,Tier 4,7137,wrote a bad review,130,customer327@example.com,12:00 PM - 3:00 AM,259,9,15984,0.711,0.129,0.705,0.863,Electronics,Tablet,en_GB,2304.39,1.6,4.0,9,15,0.922,Proactive Chat Support
CUST_100328,23,Tier 4,2007,cart abandonment,99,customer328@example.com,10:00 PM - 1:00 AM,61,24,10091,0.991,0.303,0.486,0.791,Fashion,Tablet,fr_FR,290.82,18.0,17.9,4,10,0.819,Abandoned Cart Email
CUST_100329,47,Tier 1,2204,not adding to cart,22,customer329@example.com,1:00 PM - 8:00 PM,290,29,11169,0.781,0.475,0.72,0.606,Fashion,Tablet,fr_FR,3820.31,13.7,3.8,6,5,0.8,Personalized Email Recommendations
CUST_100330,58,Tier 4,6544,not visiting the app,106,customer330@example.com,6:00 AM - 11:00 PM,143,42,3000,0.866,0.707,0.572,0.796,Beauty,Desktop,de_DE,3243.54,13.2,2.6,10,25,0.577,Re-engagement Push
CUST_100331,19,Tier 2,7996,cart abandonment,35,customer331@example.com,11:00 AM - 1:00 PM,106,16,19090,0.444,0.807,0.607,0.402,Electronics,Desktop,en_US,1732.78,4.4,1.5,9,15,0.382,Push Notification Reminder
CUST_100332,21,Tier 1,1827,not visiting the app,78,customer332@example.com,3:00 AM - 5:00 AM,79,20,13445,0.679,0.059,0.961,0.181,Beauty,Mobile,es_ES,1980.2,7.1,8.8,6,15,0.376,Comeback Email Offer
CUST_100333,23,Tier 1,3518,not visiting the app,157,customer333@example.com,10:00 AM - 8:00 PM,59,18,2086,0.318,0.553,0.065,0.029,Beauty,Mobile,en_US,1382.34,19.3,13.8,4,25,0.652,SMS Reactivation
CUST_100334,24,Tier 3,9510,wrote a bad review,119,customer334@example.com,2:00 AM - 3:00 PM,277,11,8133,0.538,0.424,0.911,0.452,Electronics,Desktop,de_DE,1481.78,19.5,1.0,8,15,0.598,Feedback Email Survey
CUST_100335,40,Tier 3,3685,not adding to cart,16,customer335@example.com,3:00 AM - 5:00 AM,203,45,4129,0.83,0.725,0.999,0.878,Fashion,Tablet,de_DE,4789.22,7.0,14.0,6,30,0.261,VIP Exclusive Offer
CUST_100336,44,Tier 3,4229,not adding to cart,92,customer336@example.com,4:00 PM - 10:00 PM,9,45,4481,0.646,0.002,0.477,0.901,Beauty,Mobile,fr_FR,2801.16,14.2,10.3,7,25,0.081,Browsing Behavior Email
CUST_100337,57,Tier 1,9025,cart abandonment,176,customer337@example.com,8:00 AM - 6:00 PM,308,23,12773,0.177,0.768,0.697,0.008,Health,Desktop,en_GB,2250.66,5.2,1.4,5,30,0.921,Push Notification Reminder
CUST_100338,38,Tier 2,1674,not adding to cart,61,customer338@example.com,4:00 PM - 6:00 AM,144,32,19958,0.209,0.196,0.821,0.396,Home & Kitchen,Tablet,de_DE,2495.36,11.5,13.5,10,30,0.682,First Purchase Discount
CUST_100339,52,Tier 2,1270,not visiting the app,21,customer339@example.com,3:00 PM - 10:00 AM,268,47,9089,0.192,0.678,0.992,0.693,Sports,Tablet,es_ES,3419.37,17.8,1.0,7,30,0.673,Re-engagement Push
CUST_100340,57,Tier 1,5492,wrote a bad review,109,customer340@example.com,5:00 AM - 11:00 PM,254,24,17049,0.759,0.884,0.225,0.278,Health,Tablet,fr_FR,1615.4,8.4,7.4,10,5,0.99,Feedback Email Survey
CUST_100341,30,Tier 4,1419,not visiting the app,55,customer341@example.com,3:00 PM - 5:00 AM,321,41,3269,0.028,0.432,0.024,0.797,Home & Kitchen,Desktop,en_GB,583.81,5.5,7.5,1,15,0.52,SMS Reactivation
CUST_100342,31,Tier 1,7384,cart abandonment,165,customer342@example.com,8:00 AM - 2:00 AM,18,25,10365,0.89,0.693,0.783,0.062,Health,Mobile,es_ES,3073.16,9.2,2.9,1,25,0.052,Discount Coupon Email
CUST_100343,40,Tier 4,1770,wrote a bad review,64,customer343@example.com,10:00 AM - 8:00 PM,238,28,3418,0.34,0.938,0.783,0.454,Home & Kitchen,Tablet,en_GB,584.63,1.2,14.6,10,10,0.904,Feedback Email Survey
CUST_100344,24,Tier 3,6022,wrote a bad review,128,customer344@example.com,12:00 PM - 3:00 AM,71,3,2082,0.128,0.585,0.513,0.652,Home & Kitchen,Desktop,de_DE,4431.85,15.7,3.8,5,25,0.343,Manager Follow-up Call
CUST_100345,39,Tier 1,8681,not visiting the app,19,customer345@example.com,4:00 AM - 7:00 PM,101,13,6694,0.785,0.342,0.668,0.695,Health,Tablet,es_ES,4267.44,11.8,7.4,5,20,0.329,Comeback Email Offer
CUST_100346,22,Tier 4,891,wrote a bad review,61,customer346@example.com,1:00 AM - 12:00 AM,239,40,7084,0.239,0.735,0.953,0.332,Beauty,Desktop,en_GB,2031.55,16.7,1.1,1,5,0.358,Manager Follow-up Call
CUST_100347,51,Tier 1,2533,not adding to cart,117,customer347@example.com,4:00 PM - 1:00 AM,102,13,9409,0.174,0.885,0.719,0.34,Sports,Mobile,en_GB,1020.14,4.3,6.0,2,5,0.831,Product Suggestion Push
CUST_100348,24,Tier 4,2018,not adding to cart,58,customer348@example.com,5:00 PM - 4:00 PM,191,43,5715,0.941,0.977,0.998,0.882,Beauty,Mobile,en_US,764.94,18.6,16.1,4,25,0.378,Personalized Email Recommendations
CUST_100349,39,Tier 3,7237,not visiting the app,16,customer349@example.com,10:00 AM - 9:00 PM,77,21,8199,0.053,0.796,0.873,0.852,Sports,Desktop,en_GB,3650.13,15.9,16.0,10,5,0.167,Re-engagement Push
CUST_100350,40,Tier 3,8368,wrote a bad review,50,customer350@example.com,6:00 PM - 9:00 PM,254,31,8892,0.581,0.638,0.791,0.65,Fashion,Mobile,en_GB,2287.8,5.5,5.2,7,20,0.571,Manager Follow-up Call
